AMOUNT,CNAME,DATE,TYPE,CURRENCY,DESCRIPTION,RNAME
513.83,Dining,2024-10-15,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
67.72,Subscriptions,2024-10-15,spending,HKD,Apple TV+ subscription,Apple TV+
537.78,Groceries,2024-10-16,spending,HKD,ParknShop,ParknShop
920.9,Shopping,2024-10-16,spending,HKD,Lane Crawford,Lane Crawford
54.95,Subscriptions,2024-10-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
386.46,Dining,2024-10-17,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
78.69,Subscriptions,2024-10-18,spending,HKD,Dropbox subscription,Dropbox
430.93,Other,2024-10-20,spending,HKD,HSBC Credit Card,HSBC Credit Card
58.44,Subscriptions,2024-10-20,spending,HKD,Apple Music subscription,Apple Music
166.06,Transport,2024-10-21,spending,HKD,MTR,MTR
124.73,Transport,2024-10-21,spending,HKD,MTR,MTR
160.67,Transport,2024-10-21,spending,HKD,MTR,MTR
131.84,Transport,2024-10-21,spending,HKD,MTR,MTR
159.11,Transport,2024-10-21,spending,HKD,Uber,Uber
267.44,Dining,2024-10-22,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
614.21,Groceries,2024-10-22,spending,HKD,ParknShop,ParknShop
77.24,Subscriptions,2024-10-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
814.7,Shopping,2024-10-23,spending,HKD,Lane Crawford,Lane Crawford
175.23,Transport,2024-10-23,spending,HKD,MTR,MTR
403.11,Dining,2024-10-24,spending,HKD,Dinner - Deliveroo,Deliveroo
624.04,Other,2024-10-24,spending,HKD,7-Eleven,7-Eleven
442.74,Other,2024-10-25,spending,HKD,7-Eleven,7-Eleven
28.51,Subscriptions,2024-10-25,spending,HKD,1Password subscription,1Password
402.56,Dining,2024-10-27,spending,HKD,Dinner - Foodpanda,Foodpanda
302.54,Dining,2024-10-27,spending,HKD,Dinner - Foodpanda,Foodpanda
1212.4,Shopping,2024-10-27,spending,HKD,Uniqlo,Uniqlo
117.69,Transport,2024-10-27,spending,HKD,MTR,MTR
129.55,Transport,2024-10-28,spending,HKD,MTR,MTR
159.61,Transport,2024-10-30,spending,HKD,Uber,Uber
428.35,Groceries,2024-10-31,spending,HKD,CitySuper,CitySuper
127.52,Transport,2024-10-31,spending,HKD,Uber,Uber
11000.0,Rent,2024-11-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2024-11-01,income,HKD,Monthly salary,TechCorp HK
778.19,Shopping,2024-11-01,spending,HKD,HKTVmall,HKTVmall
670.41,Subscriptions,2024-11-01,spending,HKD,24 Hour Fitness subscription,24 Hour Fitness
177.33,Subscriptions,2024-11-01,spending,HKD,Adobe CC subscription,Adobe CC
94.83,Transport,2024-11-01,spending,HKD,Uber,Uber
380.0,Groceries,2024-11-02,spending,HKD,CitySuper,CitySuper
134.63,Transport,2024-11-02,spending,HKD,MTR,MTR
56.91,Subscriptions,2024-11-03,spending,HKD,Spotify subscription,Spotify
616.65,Shopping,2024-11-04,spending,HKD,Uniqlo,Uniqlo
130.37,Transport,2024-11-04,spending,HKD,Uber,Uber
231.09,Dining,2024-11-05,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
92.75,Subscriptions,2024-11-05,spending,HKD,Netflix subscription,Netflix
220.47,Dining,2024-11-06,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
638.47,Shopping,2024-11-06,spending,HKD,Uniqlo,Uniqlo
154.84,Subscriptions,2024-11-06,spending,HKD,ChatGPT Plus subscription,ChatGPT Plus
408.73,Dining,2024-11-07,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
394.68,Dining,2024-11-07,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
392.75,Dining,2024-11-07,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
420.58,Groceries,2024-11-07,spending,HKD,ParknShop,ParknShop
78.46,Subscriptions,2024-11-07,spending,HKD,YouTube Premium subscription,YouTube Premium
110.09,Transport,2024-11-07,spending,HKD,MTR,MTR
629.82,Other,2024-11-08,spending,HKD,7-Eleven,7-Eleven
74.19,Subscriptions,2024-11-08,spending,HKD,Disney+ subscription,Disney+
107.16,Transport,2024-11-08,spending,HKD,MTR,MTR
272.61,Dining,2024-11-10,spending,HKD,Dinner - Deliveroo,Deliveroo
249.63,Dining,2024-11-10,spending,HKD,Dinner - Deliveroo,Deliveroo
38.69,Subscriptions,2024-11-10,spending,HKD,HBO GO subscription,HBO GO
55.72,Subscriptions,2024-11-11,spending,HKD,Calm subscription,Calm
173.81,Transport,2024-11-11,spending,HKD,Uber,Uber
48.59,Subscriptions,2024-11-12,spending,HKD,Viu subscription,Viu
319.07,Dining,2024-11-13,spending,HKD,Dinner - Deliveroo,Deliveroo
666.23,Other,2024-11-13,spending,HKD,7-Eleven,7-Eleven
118.41,Transport,2024-11-13,spending,HKD,Uber,Uber
77.24,Subscriptions,2024-11-14,spending,HKD,Notion subscription,Notion
67.69,Subscriptions,2024-11-15,spending,HKD,Apple TV+ subscription,Apple TV+
161.31,Transport,2024-11-15,spending,HKD,Uber,Uber
640.85,Other,2024-11-16,spending,HKD,HSBC Credit Card,HSBC Credit Card
55.4,Subscriptions,2024-11-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
421.96,Groceries,2024-11-17,spending,HKD,CitySuper,CitySuper
131.86,Transport,2024-11-17,spending,HKD,Uber,Uber
77.37,Subscriptions,2024-11-18,spending,HKD,Dropbox subscription,Dropbox
683.55,Groceries,2024-11-19,spending,HKD,CitySuper,CitySuper
57.42,Subscriptions,2024-11-20,spending,HKD,Apple Music subscription,Apple Music
164.95,Transport,2024-11-20,spending,HKD,MTR,MTR
495.97,Groceries,2024-11-21,spending,HKD,ParknShop,ParknShop
164.27,Transport,2024-11-21,spending,HKD,MTR,MTR
146.53,Transport,2024-11-21,spending,HKD,Uber,Uber
78.62,Subscriptions,2024-11-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
161.2,Transport,2024-11-22,spending,HKD,MTR,MTR
100.29,Transport,2024-11-22,spending,HKD,Uber,Uber
340.64,Dining,2024-11-23,spending,HKD,Dinner - Foodpanda,Foodpanda
458.1,Other,2024-11-23,spending,HKD,Octopus Reload,Octopus Reload
854.65,Shopping,2024-11-23,spending,HKD,Lane Crawford,Lane Crawford
387.84,Dining,2024-11-24,spending,HKD,Dinner - Foodpanda,Foodpanda
348.48,Dining,2024-11-24,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
409.34,Groceries,2024-11-24,spending,HKD,Wellcome,Wellcome
357.3,Dining,2024-11-25,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
804.99,Other,2024-11-25,spending,HKD,7-Eleven,7-Eleven
27.84,Subscriptions,2024-11-25,spending,HKD,1Password subscription,1Password
324.02,Dining,2024-11-26,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
178.3,Transport,2024-11-26,spending,HKD,MTR,MTR
175.48,Transport,2024-11-26,spending,HKD,Uber,Uber
388.61,Groceries,2024-11-27,spending,HKD,Wellcome,Wellcome
335.7,Dining,2024-11-28,spending,HKD,Dinner - Deliveroo,Deliveroo
912.04,Shopping,2024-11-29,spending,HKD,Lane Crawford,Lane Crawford
216.99,Dining,2024-11-30,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
148.02,Transport,2024-11-30,spending,HKD,MTR,MTR
98.49,Transport,2024-11-30,spending,HKD,Uber,Uber
455.19,Dining,2024-12-01,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
11000.0,Rent,2024-12-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2024-12-01,income,HKD,Monthly salary,TechCorp HK
676.16,Subscriptions,2024-12-01,spending,HKD,24 Hour Fitness subscription,24 Hour Fitness
177.46,Subscriptions,2024-12-01,spending,HKD,Adobe CC subscription,Adobe CC
532.47,Dining,2024-12-02,spending,HKD,Dinner - Foodpanda,Foodpanda
591.57,Dining,2024-12-03,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
58.89,Subscriptions,2024-12-03,spending,HKD,Spotify subscription,Spotify
95.19,Transport,2024-12-03,spending,HKD,MTR,MTR
160.48,Transport,2024-12-03,spending,HKD,Uber,Uber
407.28,Groceries,2024-12-04,spending,HKD,CitySuper,CitySuper
876.81,Other,2024-12-05,spending,HKD,HSBC Credit Card,HSBC Credit Card
92.7,Subscriptions,2024-12-05,spending,HKD,Netflix subscription,Netflix
156.53,Subscriptions,2024-12-06,spending,HKD,ChatGPT Plus subscription,ChatGPT Plus
77.25,Subscriptions,2024-12-07,spending,HKD,YouTube Premium subscription,YouTube Premium
72.73,Subscriptions,2024-12-08,spending,HKD,Disney+ subscription,Disney+
501.55,Groceries,2024-12-10,spending,HKD,ParknShop,ParknShop
521.12,Other,2024-12-10,spending,HKD,7-Eleven,7-Eleven
38.31,Subscriptions,2024-12-10,spending,HKD,HBO GO subscription,HBO GO
131.92,Transport,2024-12-10,spending,HKD,MTR,MTR
150.15,Transport,2024-12-10,spending,HKD,Uber,Uber
1095.24,Shopping,2024-12-11,spending,HKD,Uniqlo,Uniqlo
55.28,Subscriptions,2024-12-11,spending,HKD,Calm subscription,Calm
528.74,Other,2024-12-12,spending,HKD,Octopus Reload,Octopus Reload
837.16,Shopping,2024-12-12,spending,HKD,Lane Crawford,Lane Crawford
49.0,Subscriptions,2024-12-12,spending,HKD,Viu subscription,Viu
102.47,Transport,2024-12-12,spending,HKD,MTR,MTR
710.76,Groceries,2024-12-13,spending,HKD,Wellcome,Wellcome
402.11,Groceries,2024-12-13,spending,HKD,Wellcome,Wellcome
140.98,Transport,2024-12-13,spending,HKD,MTR,MTR
971.79,Shopping,2024-12-14,spending,HKD,Apple Store,Apple Store
78.24,Subscriptions,2024-12-14,spending,HKD,Notion subscription,Notion
68.28,Subscriptions,2024-12-15,spending,HKD,Apple TV+ subscription,Apple TV+
55.67,Subscriptions,2024-12-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
78.95,Subscriptions,2024-12-18,spending,HKD,Dropbox subscription,Dropbox
124.08,Transport,2024-12-18,spending,HKD,Uber,Uber
172.89,Transport,2024-12-18,spending,HKD,Uber,Uber
164.99,Transport,2024-12-19,spending,HKD,MTR,MTR
387.53,Dining,2024-12-20,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
57.52,Subscriptions,2024-12-20,spending,HKD,Apple Music subscription,Apple Music
729.07,Other,2024-12-21,spending,HKD,HSBC Credit Card,HSBC Credit Card
175.2,Transport,2024-12-21,spending,HKD,MTR,MTR
188.07,Transport,2024-12-21,spending,HKD,MTR,MTR
186.27,Transport,2024-12-21,spending,HKD,Uber,Uber
340.97,Dining,2024-12-22,spending,HKD,Dinner - Deliveroo,Deliveroo
895.81,Shopping,2024-12-22,spending,HKD,HKTVmall,HKTVmall
77.45,Subscriptions,2024-12-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
464.43,Dining,2024-12-23,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
111.32,Transport,2024-12-23,spending,HKD,Uber,Uber
135.35,Transport,2024-12-24,spending,HKD,MTR,MTR
533.78,Dining,2024-12-25,spending,HKD,Dinner - Deliveroo,Deliveroo
27.92,Subscriptions,2024-12-25,spending,HKD,1Password subscription,1Password
159.53,Transport,2024-12-25,spending,HKD,MTR,MTR
513.6,Dining,2024-12-26,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
508.64,Dining,2024-12-27,spending,HKD,Dinner - Foodpanda,Foodpanda
732.03,Groceries,2024-12-27,spending,HKD,ParknShop,ParknShop
161.69,Transport,2024-12-27,spending,HKD,MTR,MTR
471.82,Dining,2024-12-29,spending,HKD,Dinner - Deliveroo,Deliveroo
544.27,Other,2024-12-29,spending,HKD,7-Eleven,7-Eleven
446.27,Groceries,2024-12-30,spending,HKD,ParknShop,ParknShop
139.43,Transport,2024-12-30,spending,HKD,Uber,Uber
420.18,Dining,2025-01-01,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
11000.0,Rent,2025-01-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2025-01-01,income,HKD,Monthly salary,TechCorp HK
687.63,Subscriptions,2025-01-01,spending,HKD,24 Hour Fitness subscription,24 Hour Fitness
174.72,Subscriptions,2025-01-01,spending,HKD,Adobe CC subscription,Adobe CC
298.77,Other,2025-01-02,spending,HKD,HSBC Credit Card,HSBC Credit Card
231.98,Dining,2025-01-03,spending,HKD,Dinner - Deliveroo,Deliveroo
290.85,Other,2025-01-03,spending,HKD,7-Eleven,7-Eleven
58.68,Subscriptions,2025-01-03,spending,HKD,Spotify subscription,Spotify
107.43,Transport,2025-01-03,spending,HKD,Uber,Uber
141.92,Transport,2025-01-04,spending,HKD,MTR,MTR
409.58,Dining,2025-01-05,spending,HKD,Dinner - Foodpanda,Foodpanda
628.79,Groceries,2025-01-05,spending,HKD,ParknShop,ParknShop
93.58,Subscriptions,2025-01-05,spending,HKD,Netflix subscription,Netflix
142.68,Transport,2025-01-05,spending,HKD,MTR,MTR
152.77,Transport,2025-01-05,spending,HKD,MTR,MTR
297.92,Dining,2025-01-06,spending,HKD,Dinner - Deliveroo,Deliveroo
156.44,Subscriptions,2025-01-06,spending,HKD,ChatGPT Plus subscription,ChatGPT Plus
220.77,Dining,2025-01-07,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
78.35,Subscriptions,2025-01-07,spending,HKD,YouTube Premium subscription,YouTube Premium
88.62,Transport,2025-01-07,spending,HKD,Uber,Uber
72.71,Subscriptions,2025-01-08,spending,HKD,Disney+ subscription,Disney+
82.82,Transport,2025-01-08,spending,HKD,MTR,MTR
119.72,Transport,2025-01-08,spending,HKD,MTR,MTR
144.3,Transport,2025-01-08,spending,HKD,MTR,MTR
95.86,Transport,2025-01-09,spending,HKD,Uber,Uber
360.48,Dining,2025-01-10,spending,HKD,Dinner - Foodpanda,Foodpanda
38.59,Subscriptions,2025-01-10,spending,HKD,HBO GO subscription,HBO GO
598.85,Groceries,2025-01-11,spending,HKD,ParknShop,ParknShop
55.46,Subscriptions,2025-01-11,spending,HKD,Calm subscription,Calm
555.08,Groceries,2025-01-12,spending,HKD,Wellcome,Wellcome
363.78,Other,2025-01-12,spending,HKD,HSBC Credit Card,HSBC Credit Card
48.37,Subscriptions,2025-01-12,spending,HKD,Viu subscription,Viu
343.05,Dining,2025-01-13,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
399.91,Groceries,2025-01-13,spending,HKD,Wellcome,Wellcome
482.84,Other,2025-01-13,spending,HKD,HSBC Credit Card,HSBC Credit Card
147.12,Transport,2025-01-13,spending,HKD,Uber,Uber
917.43,Shopping,2025-01-14,spending,HKD,Lane Crawford,Lane Crawford
78.74,Subscriptions,2025-01-14,spending,HKD,Notion subscription,Notion
67.93,Subscriptions,2025-01-15,spending,HKD,Apple TV+ subscription,Apple TV+
55.6,Subscriptions,2025-01-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
125.24,Transport,2025-01-16,spending,HKD,Uber,Uber
422.68,Dining,2025-01-17,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
372.44,Other,2025-01-17,spending,HKD,7-Eleven,7-Eleven
1014.83,Shopping,2025-01-18,spending,HKD,Apple Store,Apple Store
78.52,Subscriptions,2025-01-18,spending,HKD,Dropbox subscription,Dropbox
374.28,Dining,2025-01-19,spending,HKD,Dinner - Deliveroo,Deliveroo
246.97,Dining,2025-01-19,spending,HKD,Dinner - Foodpanda,Foodpanda
355.85,Groceries,2025-01-20,spending,HKD,Wellcome,Wellcome
59.12,Subscriptions,2025-01-20,spending,HKD,Apple Music subscription,Apple Music
126.43,Transport,2025-01-21,spending,HKD,MTR,MTR
84.53,Transport,2025-01-21,spending,HKD,MTR,MTR
239.76,Dining,2025-01-22,spending,HKD,Dinner - Foodpanda,Foodpanda
504.3,Other,2025-01-22,spending,HKD,HSBC Credit Card,HSBC Credit Card
78.03,Subscriptions,2025-01-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
921.07,Shopping,2025-01-23,spending,HKD,Uniqlo,Uniqlo
115.89,Transport,2025-01-23,spending,HKD,MTR,MTR
372.34,Dining,2025-01-24,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
317.19,Dining,2025-01-25,spending,HKD,Dinner - Foodpanda,Foodpanda
27.41,Subscriptions,2025-01-25,spending,HKD,1Password subscription,1Password
661.52,Groceries,2025-01-26,spending,HKD,Wellcome,Wellcome
266.87,Other,2025-01-27,spending,HKD,HSBC Credit Card,HSBC Credit Card
142.15,Transport,2025-01-27,spending,HKD,MTR,MTR
311.12,Other,2025-01-28,spending,HKD,HSBC Credit Card,HSBC Credit Card
93.2,Transport,2025-01-28,spending,HKD,MTR,MTR
122.49,Transport,2025-01-28,spending,HKD,Uber,Uber
946.67,Shopping,2025-01-29,spending,HKD,Apple Store,Apple Store
85.14,Transport,2025-01-29,spending,HKD,MTR,MTR
117.84,Transport,2025-01-29,spending,HKD,MTR,MTR
99.09,Transport,2025-01-29,spending,HKD,MTR,MTR
283.97,Dining,2025-01-30,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
164.78,Transport,2025-01-30,spending,HKD,Uber,Uber
258.85,Dining,2025-01-31,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
309.02,Other,2025-01-31,spending,HKD,HSBC Credit Card,HSBC Credit Card
472.27,Groceries,2025-02-01,spending,HKD,CitySuper,CitySuper
11000.0,Rent,2025-02-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2025-02-01,income,HKD,Monthly salary,TechCorp HK
674.37,Subscriptions,2025-02-01,spending,HKD,24 Hour Fitness subscription,24 Hour Fitness
177.72,Subscriptions,2025-02-01,spending,HKD,Adobe CC subscription,Adobe CC
358.66,Dining,2025-02-03,spending,HKD,Dinner - Deliveroo,Deliveroo
57.69,Subscriptions,2025-02-03,spending,HKD,Spotify subscription,Spotify
208.58,Transport,2025-02-04,spending,HKD,Uber,Uber
346.36,Other,2025-02-05,spending,HKD,Octopus Reload,Octopus Reload
94.11,Subscriptions,2025-02-05,spending,HKD,Netflix subscription,Netflix
218.16,Transport,2025-02-05,spending,HKD,MTR,MTR
449.54,Dining,2025-02-06,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
488.71,Other,2025-02-06,spending,HKD,HSBC Credit Card,HSBC Credit Card
155.64,Subscriptions,2025-02-06,spending,HKD,ChatGPT Plus subscription,ChatGPT Plus
308.95,Other,2025-02-07,spending,HKD,HSBC Credit Card,HSBC Credit Card
79.49,Subscriptions,2025-02-07,spending,HKD,YouTube Premium subscription,YouTube Premium
74.23,Subscriptions,2025-02-08,spending,HKD,Disney+ subscription,Disney+
38.78,Subscriptions,2025-02-10,spending,HKD,HBO GO subscription,HBO GO
115.25,Transport,2025-02-10,spending,HKD,Uber,Uber
56.07,Subscriptions,2025-02-11,spending,HKD,Calm subscription,Calm
181.19,Transport,2025-02-11,spending,HKD,MTR,MTR
514.13,Dining,2025-02-12,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
375.18,Dining,2025-02-12,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
1267.51,Shopping,2025-02-12,spending,HKD,HKTVmall,HKTVmall
47.77,Subscriptions,2025-02-12,spending,HKD,Viu subscription,Viu
431.08,Other,2025-02-13,spending,HKD,7-Eleven,7-Eleven
273.66,Other,2025-02-13,spending,HKD,HSBC Credit Card,HSBC Credit Card
643.44,Groceries,2025-02-14,spending,HKD,ParknShop,ParknShop
78.0,Subscriptions,2025-02-14,spending,HKD,Notion subscription,Notion
178.88,Transport,2025-02-14,spending,HKD,Uber,Uber
68.04,Subscriptions,2025-02-15,spending,HKD,Apple TV+ subscription,Apple TV+
322.14,Dining,2025-02-16,spending,HKD,Dinner - Foodpanda,Foodpanda
388.27,Other,2025-02-16,spending,HKD,HSBC Credit Card,HSBC Credit Card
54.49,Subscriptions,2025-02-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
186.03,Transport,2025-02-16,spending,HKD,MTR,MTR
362.16,Groceries,2025-02-17,spending,HKD,Wellcome,Wellcome
435.46,Dining,2025-02-18,spending,HKD,Dinner - Deliveroo,Deliveroo
938.1,Shopping,2025-02-18,spending,HKD,Lane Crawford,Lane Crawford
1594.39,Shopping,2025-02-18,spending,HKD,Uniqlo,Uniqlo
78.17,Subscriptions,2025-02-18,spending,HKD,Dropbox subscription,Dropbox
501.68,Dining,2025-02-19,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
163.6,Transport,2025-02-19,spending,HKD,Uber,Uber
58.43,Subscriptions,2025-02-20,spending,HKD,Apple Music subscription,Apple Music
428.14,Groceries,2025-02-21,spending,HKD,ParknShop,ParknShop
406.52,Dining,2025-02-22,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
632.67,Groceries,2025-02-22,spending,HKD,Wellcome,Wellcome
494.15,Other,2025-02-22,spending,HKD,7-Eleven,7-Eleven
79.9,Subscriptions,2025-02-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
191.88,Transport,2025-02-22,spending,HKD,MTR,MTR
134.33,Transport,2025-02-22,spending,HKD,MTR,MTR
163.77,Transport,2025-02-23,spending,HKD,MTR,MTR
306.06,Dining,2025-02-24,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
171.43,Transport,2025-02-24,spending,HKD,MTR,MTR
28.41,Subscriptions,2025-02-25,spending,HKD,1Password subscription,1Password
108.28,Transport,2025-02-25,spending,HKD,MTR,MTR
148.32,Transport,2025-02-25,spending,HKD,MTR,MTR
204.34,Transport,2025-02-25,spending,HKD,Uber,Uber
288.18,Dining,2025-02-26,spending,HKD,Dinner - Foodpanda,Foodpanda
437.18,Dining,2025-02-27,spending,HKD,Dinner - Deliveroo,Deliveroo
468.82,Other,2025-02-27,spending,HKD,HSBC Credit Card,HSBC Credit Card
125.96,Transport,2025-02-27,spending,HKD,Uber,Uber
405.27,Dining,2025-02-28,spending,HKD,Dinner - Deliveroo,Deliveroo
661.32,Groceries,2025-02-28,spending,HKD,CitySuper,CitySuper
353.48,Groceries,2025-03-01,spending,HKD,Wellcome,Wellcome
11000.0,Rent,2025-03-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2025-03-01,income,HKD,Monthly salary,TechCorp HK
682.59,Subscriptions,2025-03-01,spending,HKD,24 Hour Fitness subscription,24 Hour Fitness
177.87,Subscriptions,2025-03-01,spending,HKD,Adobe CC subscription,Adobe CC
178.78,Transport,2025-03-01,spending,HKD,MTR,MTR
177.77,Transport,2025-03-01,spending,HKD,Uber,Uber
56.9,Subscriptions,2025-03-03,spending,HKD,Spotify subscription,Spotify
488.14,Dining,2025-03-04,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
136.0,Transport,2025-03-04,spending,HKD,Uber,Uber
1292.07,Shopping,2025-03-05,spending,HKD,Apple Store,Apple Store
1384.36,Shopping,2025-03-05,spending,HKD,Lane Crawford,Lane Crawford
94.95,Subscriptions,2025-03-05,spending,HKD,Netflix subscription,Netflix
153.67,Subscriptions,2025-03-06,spending,HKD,ChatGPT Plus subscription,ChatGPT Plus
77.02,Subscriptions,2025-03-07,spending,HKD,YouTube Premium subscription,YouTube Premium
626.71,Other,2025-03-08,spending,HKD,7-Eleven,7-Eleven
73.33,Subscriptions,2025-03-08,spending,HKD,Disney+ subscription,Disney+
162.35,Transport,2025-03-08,spending,HKD,Uber,Uber
191.44,Transport,2025-03-09,spending,HKD,MTR,MTR
526.38,Dining,2025-03-10,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
37.73,Subscriptions,2025-03-10,spending,HKD,HBO GO subscription,HBO GO
433.42,Dining,2025-03-11,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
652.09,Other,2025-03-11,spending,HKD,Octopus Reload,Octopus Reload
54.45,Subscriptions,2025-03-11,spending,HKD,Calm subscription,Calm
383.21,Dining,2025-03-12,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
374.09,Dining,2025-03-12,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
48.07,Subscriptions,2025-03-12,spending,HKD,Viu subscription,Viu
477.81,Groceries,2025-03-13,spending,HKD,ParknShop,ParknShop
113.07,Transport,2025-03-13,spending,HKD,Uber,Uber
655.86,Other,2025-03-14,spending,HKD,HSBC Credit Card,HSBC Credit Card
77.63,Subscriptions,2025-03-14,spending,HKD,Notion subscription,Notion
108.62,Transport,2025-03-14,spending,HKD,MTR,MTR
495.85,Dining,2025-03-15,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
310.41,Groceries,2025-03-15,spending,HKD,Wellcome,Wellcome
67.84,Subscriptions,2025-03-15,spending,HKD,Apple TV+ subscription,Apple TV+
147.07,Transport,2025-03-15,spending,HKD,MTR,MTR
54.73,Subscriptions,2025-03-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
