AMOUNT,CNAME,DATE,TYPE,CURRENCY,DESCRIPTION,RNAME
572.74,Entertainment,2024-10-28,spending,HKD,Night out - Club Cubic,Club Cubic
192.88,Transport,2024-10-28,spending,HKD,MTR,MTR
617.5,Entertainment,2024-10-29,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
641.94,Entertainment,2024-10-29,spending,HKD,Night out - Volar,Volar
386.98,Other,2024-10-29,spending,HKD,HSBC Credit Card,HSBC Credit Card
239.7,Other,2024-10-29,spending,HKD,HSBC Credit Card,HSBC Credit Card
276.83,Dining,2024-10-30,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
247.83,Dining,2024-10-30,spending,HKD,Dinner at Honi Honi,Honi Honi
628.48,Shopping,2024-10-30,spending,HKD,Purchase at Apple Store,Apple Store
397.9,Dining,2024-10-31,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
312.06,Other,2024-10-31,spending,HKD,Octopus Reload,Octopus Reload
484.46,Entertainment,2024-11-01,spending,HKD,Night out - Cinema City,Cinema City
368.56,Other,2024-11-01,spending,HKD,HSBC Credit Card,HSBC Credit Card
14000.0,Rent,2024-11-01,spending,HKD,Monthly rent,Landlord
165.28,Transport,2024-11-01,spending,HKD,Citybus,Citybus
138.66,Transport,2024-11-01,spending,HKD,HKTaxi,HKTaxi
139.28,Transport,2024-11-01,spending,HKD,HKTaxi,HKTaxi
125.12,Transport,2024-11-01,spending,HKD,MTR,MTR
88.34,Transport,2024-11-02,spending,HKD,MTR,MTR
84.96,Transport,2024-11-02,spending,HKD,MTR,MTR
346.58,Dining,2024-11-03,spending,HKD,Dinner at Ozone,Ozone
249.73,Dining,2024-11-04,spending,HKD,Dinner at Mott 32,Mott 32
156.95,Transport,2024-11-04,spending,HKD,Citybus,Citybus
115.42,Transport,2024-11-04,spending,HKD,HKTaxi,HKTaxi
363.13,Dining,2024-11-05,spending,HKD,Dinner at Nobu HK,Nobu HK
104.45,Transport,2024-11-05,spending,HKD,HKTaxi,HKTaxi
360.49,Dining,2024-11-06,spending,HKD,Dinner at Honi Honi,Honi Honi
326.95,Other,2024-11-06,spending,HKD,Octopus Reload,Octopus Reload
110.21,Transport,2024-11-06,spending,HKD,Uber,Uber
218.67,Dining,2024-11-07,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
237.34,Dining,2024-11-07,spending,HKD,Dinner at Ozone,Ozone
159.42,Transport,2024-11-08,spending,HKD,Uber,Uber
353.78,Dining,2024-11-09,spending,HKD,Dinner at Honi Honi,Honi Honi
381.15,Dining,2024-11-09,spending,HKD,Dinner at Mott 32,Mott 32
326.4,Dining,2024-11-09,spending,HKD,Dinner at Nobu HK,Nobu HK
250.06,Dining,2024-11-09,spending,HKD,Dinner at Ozone,Ozone
577.12,Entertainment,2024-11-09,spending,HKD,Night out - Cinema City,Cinema City
93.81,Transport,2024-11-09,spending,HKD,Citybus,Citybus
254.93,Dining,2024-11-10,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
323.66,Other,2024-11-10,spending,HKD,7-Eleven,7-Eleven
156.14,Transport,2024-11-10,spending,HKD,Citybus,Citybus
126.78,Transport,2024-11-10,spending,HKD,Citybus,Citybus
85.98,Transport,2024-11-10,spending,HKD,Uber,Uber
331.04,Entertainment,2024-11-11,spending,HKD,Night out - Club Cubic,Club Cubic
328.84,Other,2024-11-11,spending,HKD,Octopus Reload,Octopus Reload
87.17,Transport,2024-11-11,spending,HKD,MTR,MTR
546.13,Entertainment,2024-11-12,spending,HKD,Night out - Cinema City,Cinema City
210.68,Dining,2024-11-13,spending,HKD,Dinner at Mott 32,Mott 32
101.79,Transport,2024-11-13,spending,HKD,Citybus,Citybus
277.37,Dining,2024-11-14,spending,HKD,Dinner at Honi Honi,Honi Honi
209.92,Dining,2024-11-15,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
221.13,Dining,2024-11-15,spending,HKD,Dinner at Ozone,Ozone
424.08,Other,2024-11-15,spending,HKD,Octopus Reload,Octopus Reload
1359.98,Shopping,2024-11-15,spending,HKD,Purchase at Apple Store,Apple Store
235.8,Dining,2024-11-16,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
414.11,Entertainment,2024-11-16,spending,HKD,Night out - Club Cubic,Club Cubic
555.38,Entertainment,2024-11-16,spending,HKD,Night out - LKF Concepts,LKF Concepts
123.55,Transport,2024-11-16,spending,HKD,Citybus,Citybus
150.55,Transport,2024-11-16,spending,HKD,Uber,Uber
229.83,Dining,2024-11-17,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
386.63,Entertainment,2024-11-17,spending,HKD,Night out - LKF Concepts,LKF Concepts
260.28,Dining,2024-11-19,spending,HKD,Dinner at Honi Honi,Honi Honi
252.46,Other,2024-11-19,spending,HKD,7-Eleven,7-Eleven
109.24,Transport,2024-11-19,spending,HKD,Uber,Uber
439.24,Entertainment,2024-11-20,spending,HKD,Night out - Cinema City,Cinema City
262.22,Dining,2024-11-22,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
152.51,Transport,2024-11-22,spending,HKD,Citybus,Citybus
161.42,Transport,2024-11-22,spending,HKD,MTR,MTR
880.81,Shopping,2024-11-23,spending,HKD,Purchase at Lane Crawford,Lane Crawford
89.69,Transport,2024-11-23,spending,HKD,Uber,Uber
1078.52,Shopping,2024-11-24,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
113.74,Transport,2024-11-24,spending,HKD,Citybus,Citybus
111.34,Transport,2024-11-24,spending,HKD,HKTaxi,HKTaxi
353.09,Entertainment,2024-11-25,spending,HKD,Night out - LKF Concepts,LKF Concepts
35000.0,Salary,2024-11-25,income,HKD,Monthly salary,ABC Marketing Ltd
343.22,Dining,2024-11-26,spending,HKD,Dinner at Honi Honi,Honi Honi
339.36,Dining,2024-11-26,spending,HKD,Dinner at Ozone,Ozone
284.41,Dining,2024-11-26,spending,HKD,Dinner at Ozone,Ozone
412.8,Other,2024-11-26,spending,HKD,7-Eleven,7-Eleven
312.59,Other,2024-11-26,spending,HKD,Octopus Reload,Octopus Reload
357.63,Dining,2024-11-27,spending,HKD,Dinner at Honi Honi,Honi Honi
250.07,Other,2024-11-27,spending,HKD,7-Eleven,7-Eleven
1180.68,Shopping,2024-11-27,spending,HKD,Purchase at ZARA,ZARA
129.47,Transport,2024-11-27,spending,HKD,Uber,Uber
256.16,Dining,2024-11-28,spending,HKD,Dinner at Mott 32,Mott 32
290.64,Dining,2024-11-28,spending,HKD,Dinner at Nobu HK,Nobu HK
423.62,Entertainment,2024-11-28,spending,HKD,Night out - Cinema City,Cinema City
139.34,Transport,2024-11-28,spending,HKD,Citybus,Citybus
566.59,Entertainment,2024-11-29,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
83.53,Transport,2024-11-29,spending,HKD,HKTaxi,HKTaxi
379.09,Dining,2024-11-30,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
422.59,Entertainment,2024-11-30,spending,HKD,Night out - Volar,Volar
95.83,Transport,2024-11-30,spending,HKD,MTR,MTR
455.91,Dining,2024-12-01,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
14000.0,Rent,2024-12-01,spending,HKD,Monthly rent,Landlord
175.03,Transport,2024-12-01,spending,HKD,HKTaxi,HKTaxi
461.87,Dining,2024-12-02,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
822.04,Entertainment,2024-12-02,spending,HKD,Night out - LKF Concepts,LKF Concepts
1752.06,Shopping,2024-12-02,spending,HKD,Purchase at Apple Store,Apple Store
398.25,Dining,2024-12-03,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
441.16,Dining,2024-12-03,spending,HKD,Dinner at Nobu HK,Nobu HK
425.86,Dining,2024-12-03,spending,HKD,Dinner at Ozone,Ozone
909.99,Entertainment,2024-12-03,spending,HKD,Night out - LKF Concepts,LKF Concepts
547.32,Dining,2024-12-05,spending,HKD,Dinner at Mott 32,Mott 32
449.7,Dining,2024-12-05,spending,HKD,Dinner at Nobu HK,Nobu HK
460.88,Dining,2024-12-05,spending,HKD,Dinner at Ozone,Ozone
197.96,Transport,2024-12-05,spending,HKD,Citybus,Citybus
456.06,Dining,2024-12-06,spending,HKD,Dinner at Honi Honi,Honi Honi
532.21,Dining,2024-12-06,spending,HKD,Dinner at Ozone,Ozone
1170.06,Shopping,2024-12-06,spending,HKD,Purchase at IFC Mall,IFC Mall
169.01,Transport,2024-12-06,spending,HKD,HKTaxi,HKTaxi
105.26,Transport,2024-12-06,spending,HKD,MTR,MTR
503.4,Dining,2024-12-07,spending,HKD,Dinner at Nobu HK,Nobu HK
618.19,Dining,2024-12-07,spending,HKD,Dinner at Nobu HK,Nobu HK
456.11,Dining,2024-12-07,spending,HKD,Dinner at Nobu HK,Nobu HK
115.62,Transport,2024-12-07,spending,HKD,Uber,Uber
478.1,Dining,2024-12-08,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
327.41,Dining,2024-12-08,spending,HKD,Dinner at Nobu HK,Nobu HK
557.58,Dining,2024-12-08,spending,HKD,Dinner at Ozone,Ozone
329.58,Dining,2024-12-08,spending,HKD,Dinner at Ozone,Ozone
1089.02,Shopping,2024-12-08,spending,HKD,Purchase at Lane Crawford,Lane Crawford
439.86,Dining,2024-12-09,spending,HKD,Dinner at Mott 32,Mott 32
454.26,Dining,2024-12-09,spending,HKD,Dinner at Nobu HK,Nobu HK
869.28,Entertainment,2024-12-09,spending,HKD,Night out - Club Cubic,Club Cubic
125.57,Transport,2024-12-10,spending,HKD,HKTaxi,HKTaxi
306.2,Dining,2024-12-11,spending,HKD,Dinner at Honi Honi,Honi Honi
647.56,Entertainment,2024-12-11,spending,HKD,Night out - LKF Concepts,LKF Concepts
440.96,Other,2024-12-11,spending,HKD,Circle K,Circle K
97.47,Transport,2024-12-11,spending,HKD,Uber,Uber
320.36,Dining,2024-12-12,spending,HKD,Dinner at Honi Honi,Honi Honi
596.54,Dining,2024-12-12,spending,HKD,Dinner at Ozone,Ozone
99.66,Transport,2024-12-13,spending,HKD,MTR,MTR
378.01,Dining,2024-12-14,spending,HKD,Dinner at Nobu HK,Nobu HK
574.46,Dining,2024-12-14,spending,HKD,Dinner at Nobu HK,Nobu HK
546.51,Dining,2024-12-14,spending,HKD,Dinner at Ozone,Ozone
484.21,Dining,2024-12-14,spending,HKD,Dinner at Ozone,Ozone
1248.36,Shopping,2024-12-14,spending,HKD,Purchase at Lane Crawford,Lane Crawford
153.7,Transport,2024-12-14,spending,HKD,Citybus,Citybus
122.99,Transport,2024-12-14,spending,HKD,Uber,Uber
677.07,Entertainment,2024-12-16,spending,HKD,Night out - LKF Concepts,LKF Concepts
159.39,Transport,2024-12-17,spending,HKD,HKTaxi,HKTaxi
191.4,Transport,2024-12-18,spending,HKD,HKTaxi,HKTaxi
1142.69,Entertainment,2024-12-19,spending,HKD,Night out - Volar,Volar
1739.45,Shopping,2024-12-19,spending,HKD,Purchase at IFC Mall,IFC Mall
187.42,Transport,2024-12-19,spending,HKD,Uber,Uber
116.37,Transport,2024-12-19,spending,HKD,Uber,Uber
1081.02,Entertainment,2024-12-21,spending,HKD,Night out - LKF Concepts,LKF Concepts
460.3,Other,2024-12-22,spending,HKD,Circle K,Circle K
122.3,Transport,2024-12-22,spending,HKD,Citybus,Citybus
135.95,Transport,2024-12-22,spending,HKD,HKTaxi,HKTaxi
1489.0,Shopping,2024-12-23,spending,HKD,Purchase at Apple Store,Apple Store
166.51,Transport,2024-12-23,spending,HKD,Citybus,Citybus
183.86,Transport,2024-12-23,spending,HKD,HKTaxi,HKTaxi
99.02,Transport,2024-12-23,spending,HKD,Uber,Uber
1280.62,Entertainment,2024-12-24,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
830.66,Entertainment,2024-12-25,spending,HKD,Night out - Volar,Volar
35000.0,Salary,2024-12-25,income,HKD,Monthly salary,ABC Marketing Ltd
109.19,Transport,2024-12-25,spending,HKD,MTR,MTR
150.09,Transport,2024-12-25,spending,HKD,MTR,MTR
441.38,Other,2024-12-26,spending,HKD,HSBC Credit Card,HSBC Credit Card
179.11,Transport,2024-12-26,spending,HKD,Citybus,Citybus
1239.08,Entertainment,2024-12-27,spending,HKD,Night out - Club Cubic,Club Cubic
1012.05,Shopping,2024-12-27,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
101.93,Transport,2024-12-27,spending,HKD,HKTaxi,HKTaxi
530.02,Other,2024-12-29,spending,HKD,Circle K,Circle K
113.66,Transport,2024-12-30,spending,HKD,MTR,MTR
353.89,Other,2024-12-31,spending,HKD,7-Eleven,7-Eleven
422.11,Other,2024-12-31,spending,HKD,Circle K,Circle K
351.34,Other,2024-12-31,spending,HKD,Octopus Reload,Octopus Reload
121.5,Transport,2024-12-31,spending,HKD,MTR,MTR
320.47,Dining,2025-01-01,spending,HKD,Dinner at Nobu HK,Nobu HK
208.77,Dining,2025-01-01,spending,HKD,Dinner at Nobu HK,Nobu HK
271.71,Dining,2025-01-01,spending,HKD,Dinner at Nobu HK,Nobu HK
14000.0,Rent,2025-01-01,spending,HKD,Monthly rent,Landlord
93.19,Transport,2025-01-01,spending,HKD,Uber,Uber
275.35,Dining,2025-01-02,spending,HKD,Dinner at Nobu HK,Nobu HK
301.99,Entertainment,2025-01-03,spending,HKD,Night out - Volar,Volar
306.65,Entertainment,2025-01-04,spending,HKD,Night out - LKF Concepts,LKF Concepts
106.19,Transport,2025-01-04,spending,HKD,Citybus,Citybus
227.3,Dining,2025-01-05,spending,HKD,Dinner at Mott 32,Mott 32
586.59,Entertainment,2025-01-05,spending,HKD,Night out - Cinema City,Cinema City
573.77,Other,2025-01-05,spending,HKD,7-Eleven,7-Eleven
342.49,Dining,2025-01-06,spending,HKD,Dinner at Honi Honi,Honi Honi
372.97,Entertainment,2025-01-06,spending,HKD,Night out - Club Cubic,Club Cubic
122.42,Transport,2025-01-07,spending,HKD,Citybus,Citybus
226.92,Dining,2025-01-09,spending,HKD,Dinner at Honi Honi,Honi Honi
316.44,Entertainment,2025-01-09,spending,HKD,Night out - LKF Concepts,LKF Concepts
196.34,Dining,2025-01-10,spending,HKD,Dinner at Mott 32,Mott 32
186.39,Dining,2025-01-10,spending,HKD,Dinner at Mott 32,Mott 32
500.1,Other,2025-01-10,spending,HKD,Octopus Reload,Octopus Reload
140.42,Transport,2025-01-10,spending,HKD,HKTaxi,HKTaxi
102.62,Transport,2025-01-10,spending,HKD,MTR,MTR
117.95,Transport,2025-01-10,spending,HKD,Uber,Uber
275.59,Dining,2025-01-11,spending,HKD,Dinner at Mott 32,Mott 32
292.89,Dining,2025-01-11,spending,HKD,Dinner at Mott 32,Mott 32
721.87,Shopping,2025-01-11,spending,HKD,Purchase at Apple Store,Apple Store
185.3,Transport,2025-01-11,spending,HKD,MTR,MTR
152.87,Transport,2025-01-11,spending,HKD,Uber,Uber
196.0,Dining,2025-01-13,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
196.35,Dining,2025-01-13,spending,HKD,Dinner at Nobu HK,Nobu HK
474.75,Shopping,2025-01-13,spending,HKD,Purchase at Lane Crawford,Lane Crawford
252.88,Dining,2025-01-15,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
432.21,Entertainment,2025-01-15,spending,HKD,Night out - LKF Concepts,LKF Concepts
167.67,Transport,2025-01-16,spending,HKD,HKTaxi,HKTaxi
156.16,Transport,2025-01-16,spending,HKD,MTR,MTR
344.23,Entertainment,2025-01-17,spending,HKD,Night out - Volar,Volar
125.57,Transport,2025-01-17,spending,HKD,MTR,MTR
138.87,Transport,2025-01-18,spending,HKD,HKTaxi,HKTaxi
218.69,Dining,2025-01-19,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
469.16,Entertainment,2025-01-19,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
325.32,Other,2025-01-19,spending,HKD,HSBC Credit Card,HSBC Credit Card
225.83,Dining,2025-01-20,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
335.59,Dining,2025-01-20,spending,HKD,Dinner at Mott 32,Mott 32
528.96,Entertainment,2025-01-20,spending,HKD,Night out - Club Cubic,Club Cubic
673.36,Shopping,2025-01-20,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
115.31,Transport,2025-01-20,spending,HKD,HKTaxi,HKTaxi
266.62,Dining,2025-01-21,spending,HKD,Dinner at Ozone,Ozone
582.95,Other,2025-01-21,spending,HKD,Octopus Reload,Octopus Reload
612.78,Shopping,2025-01-21,spending,HKD,Purchase at Lane Crawford,Lane Crawford
110.05,Transport,2025-01-21,spending,HKD,Uber,Uber
330.4,Dining,2025-01-22,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
144.95,Transport,2025-01-22,spending,HKD,Uber,Uber
100.83,Transport,2025-01-22,spending,HKD,Uber,Uber
319.64,Dining,2025-01-23,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
316.74,Dining,2025-01-23,spending,HKD,Dinner at Ozone,Ozone
796.24,Shopping,2025-01-23,spending,HKD,Purchase at IFC Mall,IFC Mall
113.54,Transport,2025-01-23,spending,HKD,Citybus,Citybus
301.31,Dining,2025-01-24,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
438.89,Entertainment,2025-01-24,spending,HKD,Night out - Club Cubic,Club Cubic
421.53,Shopping,2025-01-24,spending,HKD,Purchase at ZARA,ZARA
157.47,Transport,2025-01-24,spending,HKD,Citybus,Citybus
186.0,Transport,2025-01-24,spending,HKD,MTR,MTR
112.61,Transport,2025-01-24,spending,HKD,Uber,Uber
333.64,Dining,2025-01-25,spending,HKD,Dinner at Honi Honi,Honi Honi
35000.0,Salary,2025-01-25,income,HKD,Monthly salary,ABC Marketing Ltd
93.49,Transport,2025-01-25,spending,HKD,HKTaxi,HKTaxi
430.47,Other,2025-01-26,spending,HKD,Octopus Reload,Octopus Reload
105.9,Transport,2025-01-27,spending,HKD,MTR,MTR
179.71,Dining,2025-01-28,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
199.44,Dining,2025-01-28,spending,HKD,Dinner at Honi Honi,Honi Honi
799.47,Shopping,2025-01-28,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
180.2,Transport,2025-01-28,spending,HKD,Citybus,Citybus
557.91,Entertainment,2025-01-29,spending,HKD,Night out - Cinema City,Cinema City
554.87,Entertainment,2025-01-29,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
587.4,Other,2025-01-29,spending,HKD,Circle K,Circle K
152.3,Transport,2025-01-29,spending,HKD,Citybus,Citybus
147.29,Transport,2025-01-29,spending,HKD,HKTaxi,HKTaxi
189.85,Dining,2025-01-30,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
260.92,Dining,2025-01-30,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
308.32,Dining,2025-01-30,spending,HKD,Dinner at Honi Honi,Honi Honi
170.83,Transport,2025-01-30,spending,HKD,MTR,MTR
243.85,Dining,2025-01-31,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
289.12,Entertainment,2025-01-31,spending,HKD,Night out - LKF Concepts,LKF Concepts
150.24,Dining,2025-02-01,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
14000.0,Rent,2025-02-01,spending,HKD,Monthly rent,Landlord
125.36,Transport,2025-02-01,spending,HKD,Citybus,Citybus
112.3,Transport,2025-02-01,spending,HKD,MTR,MTR
187.23,Transport,2025-02-01,spending,HKD,Uber,Uber
211.93,Dining,2025-02-02,spending,HKD,Dinner at Honi Honi,Honi Honi
203.51,Dining,2025-02-02,spending,HKD,Dinner at Mott 32,Mott 32
289.23,Entertainment,2025-02-02,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
258.04,Shopping,2025-02-02,spending,HKD,Purchase at ZARA,ZARA
145.5,Transport,2025-02-02,spending,HKD,HKTaxi,HKTaxi
255.93,Entertainment,2025-02-03,spending,HKD,Night out - Cinema City,Cinema City
245.51,Other,2025-02-03,spending,HKD,HSBC Credit Card,HSBC Credit Card
336.91,Other,2025-02-03,spending,HKD,Octopus Reload,Octopus Reload
365.21,Shopping,2025-02-03,spending,HKD,Purchase at IFC Mall,IFC Mall
342.61,Shopping,2025-02-03,spending,HKD,Purchase at Lane Crawford,Lane Crawford
96.39,Transport,2025-02-03,spending,HKD,Uber,Uber
243.83,Dining,2025-02-04,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
286.75,Entertainment,2025-02-04,spending,HKD,Night out - Volar,Volar
276.88,Other,2025-02-04,spending,HKD,Circle K,Circle K
173.37,Transport,2025-02-04,spending,HKD,Uber,Uber
198.94,Dining,2025-02-06,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
324.37,Entertainment,2025-02-06,spending,HKD,Night out - Cinema City,Cinema City
316.67,Other,2025-02-06,spending,HKD,Circle K,Circle K
257.67,Shopping,2025-02-06,spending,HKD,Purchase at Lane Crawford,Lane Crawford
173.42,Transport,2025-02-06,spending,HKD,Citybus,Citybus
115.21,Transport,2025-02-06,spending,HKD,HKTaxi,HKTaxi
330.7,Entertainment,2025-02-07,spending,HKD,Night out - Cinema City,Cinema City
371.73,Other,2025-02-07,spending,HKD,Octopus Reload,Octopus Reload
346.9,Shopping,2025-02-07,spending,HKD,Purchase at ZARA,ZARA
227.68,Dining,2025-02-08,spending,HKD,Dinner at Mott 32,Mott 32
278.19,Dining,2025-02-10,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
262.45,Dining,2025-02-10,spending,HKD,Dinner at Honi Honi,Honi Honi
226.46,Dining,2025-02-10,spending,HKD,Dinner at Nobu HK,Nobu HK
241.83,Entertainment,2025-02-10,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
144.41,Transport,2025-02-10,spending,HKD,Citybus,Citybus
220.24,Dining,2025-02-11,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
281.96,Dining,2025-02-11,spending,HKD,Dinner at Nobu HK,Nobu HK
106.01,Transport,2025-02-11,spending,HKD,Uber,Uber
158.42,Dining,2025-02-12,spending,HKD,Dinner at Honi Honi,Honi Honi
337.23,Other,2025-02-12,spending,HKD,7-Eleven,7-Eleven
227.55,Dining,2025-02-13,spending,HKD,Dinner at Ozone,Ozone
144.3,Dining,2025-02-13,spending,HKD,Dinner at Ozone,Ozone
326.68,Shopping,2025-02-13,spending,HKD,Purchase at Apple Store,Apple Store
173.28,Dining,2025-02-14,spending,HKD,Dinner at Mott 32,Mott 32
226.95,Dining,2025-02-14,spending,HKD,Dinner at Ozone,Ozone
357.83,Shopping,2025-02-14,spending,HKD,Purchase at Lane Crawford,Lane Crawford
160.6,Transport,2025-02-14,spending,HKD,Citybus,Citybus
161.03,Transport,2025-02-14,spending,HKD,HKTaxi,HKTaxi
